year,sector,sub_sector,sub_sector_category,food_type,tons_supply,tons_surplus,tons_donated,tons_industrial_uses,tons_animal_feed,tons_anaerobically_digested,tons_composted,tons_not_harvested,tons_incineration,tons_land_application,tons_landfilled,tons_dumping,tons_sewer
2019,Foodservice,Full Service Restaurants,Varied Menu,Dry Goods,1427177.575,26187.86885,662.2179253,0,91.01064089,6.673971323,3412.491553,0,2479.774942,0,19535.69983,0,0
2019,Foodservice,Full Service Restaurants,Varied Menu,Fresh Meat & Seafood,1109831.306,20364.75152,514.9675821,0,70.77357452,5.189951441,2653.692171,0,1928.373814,0,15191.75444,0,0
2019,Foodservice,Full Service Restaurants,Varied Menu,Frozen,65574.56705,1203.254726,30.42694512,0,4.181668405,0.306649143,156.7938427,0,113.9382871,0,897.6073342,0,0
2019,Foodservice,Full Service Restaurants,Varied Menu,Prepared Foods,0,1890487.219,5931.624193,0,1706.288151,30634.25601,235456.9302,0,181141.9321,0,1435616.188,0,0
2019,Foodservice,Full Service Restaurants,Varied Menu,Produce,902542.1151,16561.11682,418.7843037,0,57.55481152,4.220596161,2158.047742,0,1568.201015,0,12354.30836,0,0
2019,Foodservice,Full Service Restaurants,Varied Menu,Ready-to-drink Beverages,589753.8274,10821.63576,273.6488878,0,37.60840609,2.75789096,1410.146845,0,1024.719551,0,8072.754189,0,0
2019,Foodservice,Healthcare,Hospitals,Breads & Bakery,125022.3298,2293.658819,57.61989582,0,7.691306901,0.58093059,288.0337419,0,228.0889072,0,1711.644038,0,0
2019,Foodservice,Healthcare,Hospitals,Dairy & Eggs,186797.9766,3426.994416,86.09086044,0,11.49171167,0.867978216,430.3560831,0,340.7914922,0,2557.396293,0,0
2019,Foodservice,Healthcare,Hospitals,Dry Goods,410770.3742,7535.990511,189.3145505,0,25.27037385,1.908691641,946.3567677,0,749.4034537,0,5623.736679,0,0
2019,Foodservice,Healthcare,Hospitals,Fresh Meat & Seafood,319431.7434,5860.292608,147.2186913,0,19.65127011,1.484276221,735.925498,0,582.7665936,0,4373.246282,0,0
