Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated April 12 2023


year,sector,sub_sector,sub_sector_category,food_type,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_eaten,tons_not_fit_for_human_consumption,tons_inedible_parts,tons_donated,tons_biomaterial_processing,tons_animal_feed,tons_anaerobically_digested,tons_composted,tons_not_harvested,tons_incinerated,tons_land_application,tons_landfilled,tons_sewer,tons_refuse_discards,upstream_mtco2e_footprint,downstream_mtco2e_footprint,total_mtco2e_footprint,gallons_water_footprint,meals_wasted
2021,Foodservice,Business & Industry,Business & Industry,Dairy & Eggs,3108.947384912105,179411.8290409208,10565445.098409567,3010.6561559020006,3061.657940815863,47.2894440962419,746.3007341796682,140.5358349827141,47.2894440962419,49.53830851982927,1.463476394032867,0.5326699840841728,265.7665407202062,0.0,357.4490405306016,0.0,2386.9079046671086,0.0,0.0,14734.22398792399,1290.9218304645333,16025.145818388522,878189855.9632388,5102763.234693105
2021,Foodservice,Business & Industry,Business & Industry,Dry Goods,6836.602324309686,394528.1716192467,20259916.456296217,6620.459057308487,6732.612425673038,103.98989863664757,2538.4443937588394,670.4280168122046,103.98989863664757,108.93517105263264,3.218197311917625,1.1713459252970995,584.4229332504045,0.0,786.033547294293,0.0,5248.831230838492,0.0,0.0,21394.377358069,5483.933067392595,26878.310425461594,835660691.2483801,11221020.709455064
2021,Foodservice,Business & Industry,Business & Industry,Fresh Meat & Seafood,5316.419919071488,306801.1463491416,39805545.8865495,5148.33812704267,5235.5531460359625,80.86677303552561,3712.8488542515283,2682.737342047085,80.86677303552561,84.71241792320488,2.5026010700876555,0.9108862142279885,454.4710334322927,0.0,611.2516436760502,0.0,4081.704563720099,0.0,0.0,77095.91162459519,2723.650728177229,79819.56235277241,6175424659.235585,8725921.910059938
2021,Foodservice,Business & Industry,Business & Industry,Frozen,314.1215538929307,18127.3966869337,868602.5323813738,304.1904132951387,309.34352717741444,4.778026715516237,0.0,0.0,4.778026715516237,5.005247282406521,0.1478665998692087,0.05381986325167994,26.852496490911253,0.0,36.115904885982545,0.0,241.16819205499323,0.0,0.0,1689.7664351291423,212.40228722592622,1902.1687223550687,105434905.27900794,515572.5452956908
2021,Foodservice,Business & Industry,Business & Industry,Prepared Foods,219078.15042525603,0.0,1539796966.2857723,217952.97288968865,218540.9581168308,1188130.4628531262,0.0,7612.7909639337895,537.1923084252305,562.7386580203672,25.246569121766832,6.050953312046835,35912.83895113214,0.0,22530.675569583767,0.0,159503.4074156607,0.0,0.0,1008732.9306255736,133900.48406907436,1142633.414694648,103794568001.62408,364234930.194718
2021,Foodservice,Business & Industry,Business & Industry,Produce,4323.443438368773,249498.23814874204,13653427.853844455,4186.75519102973,4257.680589574925,65.76284879384802,3811.822310165822,3581.89163323053,65.76284879384802,68.89022180219331,2.0351767430016756,0.7407550731418461,369.5870223442935,0.0,497.0848706971393,0.0,3319.342542915155,0.0,0.0,7456.038574801017,1309.177799421267,8765.216374222284,192827365.0837922,7096134.315958208
2021,Foodservice,Business & Industry,Business & Industry,Ready-To-Drink Beverages,2825.095109612823,163031.2186336749,2371969.7158443797,2735.778039873436,2782.1232735820954,42.97183603072748,0.0,0.0,42.97183603072748,45.015375241487895,1.3298584671715015,0.4840362929192129,241.5015957269404,0.0,324.81332467688185,0.0,2168.979083176694,0.0,0.0,11803.903384624007,2075.9733738010814,13879.876758425089,75164416.5100675,4636872.122636826
2021,Foodservice,Caterers,Caterers,Breads & Bakery,1244.0116377233148,46752.17030193984,4773368.995779428,1204.4527701834381,1224.355237274158,19.656400449156717,537.1368738336861,202.21104168977314,19.656400449156717,19.261728543748216,0.6407385469716712,0.2071153606854587,118.96753104896682,0.0,154.5638556808133,0.0,930.7142680929725,0.0,0.0,2937.3211041756813,1414.5712362225552,4351.892340398236,23728535.072282203,2040592.062123597
2021,Foodservice,Caterers,Caterers,Dairy & Eggs,1858.6988186042443,69853.20801856306,6316601.052094378,1799.5932458491088,1829.3298583912006,29.368960213043827,410.16965913495727,15.493091177207983,29.368960213043827,28.779274247033424,0.957338295058079,0.30945456179605,177.75139934997904,0.0,230.93646975732014,0.0,1390.5959221800135,0.0,0.0,8803.647044303927,766.5102993737767,9570.157343677703,524715352.23876923,3048883.097318668
2021,Foodservice,Caterers,Caterers,Dry Goods,4087.29485906713,153607.81163998295,12112486.356343754,3957.3211907964983,4022.7122602655327,64.58259880159748,1064.11624872454,97.09754463840397,64.58259880159748,63.28587423642652,2.1051952326075725,0.6804932713594088,390.8768722953869,0.0,507.83130443856135,0.0,3057.93252079119,0.0,0.0,12783.06527357365,3211.939759838243,15995.005033411893,499304325.80496824,6704520.433775888
2021,Foodservice,Caterers,Caterers,Fresh Meat & Seafood,3178.4466571349253,119451.67947299696,23797932.854150996,3077.373848425293,3128.2246026103653,50.22205452456009,1735.2370384091114,1141.9227822529888,50.22205452456009,49.21366878252114,1.637085402550357,0.5291792342206447,303.96174754619597,0.0,394.9102689277509,0.0,2377.972652717126,0.0,0.0,46064.536215688044,1589.3452290818632,47653.88144476991,3689794528.2465467,5213707.671017275
2021,Foodservice,Caterers,Caterers,Frozen,187.7990486273303,7057.822320726571,519298.10990338074,181.8271449381015,184.8316701946452,2.967378432685118,0.0,0.0,2.967378432685118,2.9077977936395722,0.09672746290408817,0.03126664294235853,17.95963033708171,0.0,23.333338828044557,0.0,140.50290913003286,0.0,0.0,1009.6295057263251,124.57205920976605,1134.201564936091,62996985.31709272,308052.783657742
2021,Foodservice,Caterers,Caterers,Prepared Foods,209592.54335715895,0.0,2303739935.253173,207253.6413597759,207396.7801056514,335112.40622222336,0.0,7283.173685189816,2195.7632515075306,132.82121206368362,10.317533811836535,14.971740841636546,27966.6269679406,0.0,24849.52588681046,0.0,154343.0149146533,79.50184952991783,0.0,957294.0633235442,127262.19518283359,1084556.2585063777,98501715108.64285,345661300.17608577
2021,Foodservice,Caterers,Caterers,Produce,2584.7909971707354,97141.0437251268,8162766.06834774,2502.5961031884935,2543.94918719318,40.84180997755538,2231.848541872325,1977.6880270866288,40.84180997755538,40.02176589034484,1.3313181143414616,0.4303415687133744,247.18916920566056,0.0,321.15074372047053,0.0,1933.8258486936493,0.0,0.0,4454.95684164033,790.6752712680221,5245.632112908352,115213672.87969582,4239915.311988634
2021,Foodservice,Caterers,Caterers,Ready-To-Drink Beverages,1688.9964005712616,63475.48926743541,1418093.252398235,1635.2872688722962,1662.3088772394285,26.687523331833226,114.95493430182866,0.0,26.687523331833226,26.151676714785886,0.8699316523460942,0.281200824890163,161.5223890463681,0.0,209.85157050546212,0.0,1263.632108495576,0.0,0.0,7052.790783448374,1216.9300021323675,8269.720785580741,44910474.67365939,2770514.7953990474
2021,Foodservice,Colleges & Universities,Colleges/Universities,Breads & Bakery,3494.082784455128,164521.04523904758,13407066.241380531,3382.8630876111174,3438.520878244462,55.561906210665974,2153.81701239449,436.539602549966,55.561906210665974,53.831649689857954,1.8261409434865605,0.5788349429016845,340.2096926881605,0.0,382.49871229453555,0.0,2659.5758476855194,0.0,0.0,8249.272462216415,4039.908746529034,12289.181208745447,66640024.70218405,5730868.130407437
2021,Foodservice,Colleges & Universities,Colleges/Universities,Dairy & Eggs,5220.568157591971,245813.675007891,17741575.981383983,5054.3929283088955,5137.552174218884,83.01598337308639,2565.820413804063,285.1781218352337,83.01598337308639,80.43077785443558,2.728468055552257,0.8648470737035886,508.31305327212675,0.0,571.4977923844978,0.0,3973.7172355785674,0.0,0.0,24724.46169620606,2122.964294725265,26847.425990931326,1473628436.3231733,8562586.957031474
2021,Foodservice,Colleges & Universities,Colleges/Universities,Dry Goods,11480.074758942708,540546.4081064096,34020606.21563199,11114.653985251654,11297.521889879168,182.55286906354067,6897.119720871135,2008.0030801331006,182.55286906354067,176.86797965582684,5.99992497168641,1.9018062328583127,1117.784822715944,0.0,1256.7286132647666,0.0,8738.238743038086,0.0,0.0,35900.39515737569,9103.206729856103,45003.6018872318,1402263245.674112,18829203.149798613
2021,Foodservice,Colleges & Universities,Colleges/Universities,Fresh Meat & Seafood,8927.372871148465,420350.86361844745,66841776.209976435,8643.20682083051,8785.412338220867,141.96053292759782,6893.19085305166,4798.524443798532,141.96053292759782,137.53973179698062,4.665785593376446,1.4789218472793295,869.2349232588839,0.0,977.283263744981,0.0,6795.209711979365,0.0,0.0,129369.2097703045,4465.074509495362,133834.28427979985,10362544411.583181,14642353.89703478
2021,Foodservice,Colleges & Universities,Colleges/Universities,Frozen,527.4753087894752,24836.500590631127,1458563.9963418515,510.68531051088127,519.0875471240134,8.387761665461841,0.0,0.0,8.387761665461841,8.126557896433072,0.27567871669900335,0.08738234297239465,51.358889807141175,0.0,57.74294394990968,0.0,401.496094410858,0.0,0.0,2835.4778327739828,351.5763022757675,3187.05413504975,176922875.5549304,865145.9118733557
2021,Foodservice,Colleges & Universities,Colleges/Universities,Prepared Foods,264004.32353330316,0.0,2018742807.5605552,261884.0799749369,262542.83698628884,1069691.904316747,0.0,9173.939640865645,1461.4865470143218,627.3572304059642,31.399780945973475,12.09664931556047,44398.69618041911,0.0,25679.95523087346,0.0,191761.92182681564,31.410087513131323,0.0,1211835.1070207707,158385.3826744388,1370220.4896952093,124692966397.37749,437571394.9771481
2021,Foodservice,Colleges & Universities,Colleges/Universities,Produce,7259.959192309095,341839.661047923,22926940.173281446,7028.868370975158,7144.513395337446,115.44579697164886,6772.533546653085,5922.156511526925,115.44579697164886,111.85069276027231,3.794331602015747,1.2026956210781703,706.8832188900825,0.0,794.7507868798658,0.0,5526.031669584131,0.0,0.0,12511.45226916538,2147.020653977196,14658.472923142575,323569996.35012996,11907522.325562412
2021,Foodservice,Colleges & Universities,Colleges/Universities,Ready-To-Drink Beverages,4743.921252250612,223370.4611763257,3983029.635498232,4592.918108915114,4668.4847717925695,75.43648045804295,4435.7441645994495,3977.5951375305867,75.43648045804295,73.087308676131,2.479354201323485,0.7858850395282722,461.90319203232394,0.0,519.3190551423934,0.0,3610.909976700869,0.0,0.0,19807.297441524337,3441.401177047402,23248.69861857174,126128104.09587681,7780807.952987616
2021,Foodservice,Corrections,Corrections,Breads & Bakery,1006.7554020732945,47403.69970226248,3862998.445404375,974.9315857461269,991.4590848616166,15.296317211677867,620.5825809143371,125.780821519557,15.296317211677867,16.05488038067289,0.47261873481668015,0.1726331223728213,85.76617963165005,0.0,105.9942124290577,0.0,782.9985605630463,0.0,0.0,2378.5855650639287,1189.0531988717175,3567.6387639356462,19214906.713061873,1652431.8081026943
2021,Foodservice,Corrections,Corrections,Dairy & Eggs,1504.2102659760376,70826.66911003795,5111907.348050276,1456.661764002987,1481.3557798376492,22.854486138388456,739.2937493752016,82.16880721545614,22.854486138388456,23.987868193099857,0.7061476415619989,0.2579340665924644,128.14469891076942,0.0,158.36774467908543,0.0,1169.8913863465398,0.0,0.0,7129.022342749834,620.1639671462106,7749.186309896045,424904298.2833258,2468926.299729415
2021,Foodservice,Corrections,Corrections,Dry Goods,3307.7714504045894,155748.4610420604,9802409.159214258,3203.2118812449494,3257.5142367209855,50.25721368360417,1987.2776250823945,578.5689902075572,50.25721368360417,52.74953067397031,1.552824802065622,0.5671992545588072,281.7913068175322,0.0,348.2520471794115,0.0,2572.601327993447,0.0,0.0,10351.4779142695,2673.74724567549,13025.225159944992,404326942.752474,5429190.394534975
2021,Foodservice,Corrections,Corrections,Fresh Meat & Seafood,2572.2575619377735,121116.33547916624,19259222.930535633,2490.9477899428116,2533.1755092996564,39.082052638117176,1986.1455944050206,1382.6061669939127,39.082052638117176,41.02017965848043,1.2075396983637612,0.441077200628811,219.13237680344136,0.0,270.8149505637648,0.0,2000.5593853749767,0.0,0.0,37302.16650411091,1321.9867155193863,38624.153219630294,2987923925.124321,4221959.182166094
2021,Foodservice,Corrections,Corrections,Frozen,151.98226525903397,7156.178797324534,420258.2689567725,147.17806387642423,149.67309568799024,2.309169571043733,0.0,0.0,2.309169571043733,2.4236841279346253,0.07134768363136845,0.02606111965520885,12.947472877908048,0.0,16.001146332207757,0.0,118.2033835466532,0.0,0.0,817.5783590596614,103.29618077393202,920.8745398335933,51013734.82959147,249455.15947998373
2021,Foodservice,Corrections,Corrections,Prepared Foods,84276.59996458789,0.0,582495011.0883161,83902.33158176084,84098.33577880469,469006.18963429146,0.0,2928.5446195163518,178.26418578320613,187.1045258346526,8.899671209202316,2.0118766218779425,13939.431181083148,0.0,7943.141613522113,0.0,62017.74691053369,0.0,0.0,388177.85664477624,51656.90036491921,439834.75700969546,39941942723.38694,140163892.9646745
2021,Foodservice,Corrections,Corrections,Produce,2091.823115412713,98494.78293244485,6605974.241695518,2025.700008969256,2060.0406289634934,31.78248644921959,1951.380420678514,1706.3599885006774,31.78248644921959,33.35861901144545,0.9820009827915192,0.3586948280800496,178.2038384940926,0.0,220.23337863641927,0.0,1626.9040970106644,0.0,0.0,3607.537501243753,620.3593710725464,4227.8968723163,93297793.97290276,3433401.048272489
2021,Foodservice,Corrections,Corrections,Ready-To-Drink Beverages,1366.8732661290917,64360.07167699004,1147636.4040359121,1323.6660246539266,1346.1054341176468,20.767832011444824,1278.0777318136659,1146.0705538474665,20.767832011444824,21.797734323599464,0.6416751401207228,0.234384240038697,116.44486618607002,0.0,143.9084955842523,0.0,1063.0782786435655,0.0,0.0,5711.212957642942,1010.7995983036973,6722.012555946639,36367629.88802136,2243509.056862745
2021,Foodservice,Full Service Restaurants,All Other,Breads & Bakery,2920.1582391287634,109744.74125838157,13541981.823178208,2829.5140727075495,2881.1274805582184,39.03075857054486,1260.8601238939268,474.66456223340697,39.03075857054486,50.643499120840545,0.9699087298279222,0.5445537539875202,156.98221327948883,0.0,339.0212019868882,0.0,2332.966103687185,0.0,0.0,6912.04341258449,3543.2754709849296,10455.31888356942,55837499.108792916,4801879.134263697
2021,Foodservice,Full Service Restaurants,All Other,Dairy & Eggs,1018.2441038149877,38267.42476270342,4956483.867500992,986.6369508987942,1004.6342797823899,13.609824032597967,224.70172832605675,8.487522875226517,13.609824032597967,17.659126716277086,0.3382021673183761,0.1898830829707157,54.73888741157975,0.0,118.21494306911674,0.0,813.493237335127,0.0,0.0,4834.80087926344,441.67691826086207,5276.477797524302,288164011.3012516,1674390.466303983
2021,Foodservice,Full Service Restaurants,All Other,Dry Goods,4735.763506858791,177978.4169765283,14006233.599126862,4588.761426733402,4672.465415814741,63.298091044049016,1232.9433210784612,112.50252902211615,63.298091044049016,82.13104063417723,1.5729484471612913,0.8831294691846813,254.5857367978562,0.0,549.8072723962795,0.0,3783.4852880700814,0.0,0.0,14847.800820566947,3953.840243432294,18801.64106399924,579952540.3132894,7787442.359691236
2021,Foodservice,Full Service Restaurants,All Other,Fresh Meat & Seafood,9913.123843183963,372552.82835532195,63248591.337529555,9605.412146141218,9780.625289434814,132.4985537491498,5411.95795135192,3561.49502601092,132.4985537491498,171.92057331347016,3.292569980124799,1.8486083151985635,532.9108883773993,0.0,1150.8825500373566,0.0,7919.770099411264,0.0,0.0,144024.1750804238,5418.473875244776,149442.64895566856,11536415142.848797,16301042.149058023
2021,Foodservice,Full Service Restaurants,All Other,Frozen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Foodservice,Full Service Restaurants,All Other,Prepared Foods,347483.72164001974,0.0,5191303453.504589,346891.67874135997,347169.44077932445,495971.8710085713,0.0,12074.782131766004,314.2808606952797,263.2989884653668,14.463049499076064,3.5632167421691423,37007.00329029048,0.0,37985.83693641264,0.0,271890.97813117434,4.297166740333823,0.0,1602451.3228030868,228179.1992936148,1830630.5220967014,164885806484.8039,578615734.6322074
2021,Foodservice,Full Service Restaurants,All Other,Produce,5123.258495029821,192541.16794184482,18502216.799257196,4964.22824474416,5054.781156119016,68.47733891080571,4423.69886551103,3919.9327900711755,68.47733891080571,88.85125936404462,1.7016520108091924,0.955389885634867,275.41673837260186,0.0,594.794223751639,0.0,4093.061892734285,0.0,0.0,8851.918901451314,1602.7136060481992,10454.632507499515,228927490.1917774,8424635.26019836
2021,Foodservice,Full Service Restaurants,All Other,Ready-To-Drink Beverages,2536.3220145289283,95319.49313659803,2042439.9255082728,2457.592447171188,2502.421600887039,33.90041364188944,172.6248383062514,0.0,33.90041364188944,43.986733318700956,0.8424203971495382,0.4729756270827945,136.34789995114588,0.0,294.4590215932772,0.0,2026.312549999682,0.0,0.0,10617.194099539285,1942.9475465995838,12560.141646138869,67607737.32742831,4170702.668145065
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Breads & Bakery,258.102706791175,9699.958856796879,3443256.793624873,249.77715749662678,253.6456382874298,4.457068503745199,111.44307404353951,41.9539621821461,4.457068503745199,3.7070831592126745,0.16139763159033094,0.039861109238843465,31.19806288321046,0.0,22.12892925410258,0.0,196.4103042500749,0.0,0.0,608.5151299572947,298.136117027622,906.6512469849167,4915762.387258027,422742.73047904973
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Dairy & Eggs,1077.4325359439943,40491.83133165192,1982082.4668614236,1042.6780856669213,1058.826800728859,18.605735215135258,237.76317689862202,8.980885095308683,18.605735215135258,15.474971412900944,0.6737436490366645,0.16639754207419868,130.2342328241982,0.0,92.37573933412231,0.0,819.9017159665266,0.0,0.0,5095.602300431594,415.4247516804383,5511.027052112032,303708308.8956402,1764711.3345480985
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Dry Goods,11471.927854416319,431135.4560338348,30636108.305940975,11101.880976400742,11273.823894357793,198.10396005852542,2986.685633163799,272.5264668541604,198.10396005852542,164.76925438529975,7.173663571750157,1.7717124127451203,1386.6647546757586,0.0,983.5676775910026,0.0,8729.876831721236,0.0,0.0,35825.08949194324,8977.542232298585,44802.63172424182,1399321819.3649013,18789706.490596324
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Fresh Meat & Seafood,8722.955156788825,327824.1719448283,82951123.48386611,8441.581148531184,8572.322065132172,150.6330916566528,4762.198805024395,3133.9022788846214,150.6330916566528,125.28624965743626,5.454666943549216,1.3471639748111135,1054.3837640924253,0.0,747.8792452473776,0.0,6637.970975216571,0.0,0.0,126231.35816153121,4168.281902320836,130399.64006385204,10111200782.67331,14287203.441886954
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Frozen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Prepared Foods,460845.5979297929,0.0,6906818485.424558,459846.3633473583,460171.4525078158,659145.5374322191,0.0,16014.016901633204,674.145421977049,284.02161729557486,41.067543162001044,5.240868383996369,112640.67443262592,0.0,36023.70543694963,0.0,311163.9054777494,12.83713164935008,0.0,2124041.652779259,259758.67724778247,2383800.3300270415,218555356997.17502,766952420.8463597
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Produce,8619.290518541371,323928.2704317977,26841877.593227133,8341.260392517903,8470.447568490861,148.84295005051035,7442.362263268838,6594.834042349689,148.84295005051035,123.79733294117752,5.389843031778525,1.3311541176470412,1041.8533418313912,0.0,738.9913592021296,0.0,6559.084537366735,0.0,0.0,14833.424557759661,2356.06458728874,17189.489145048403,383620624.26941586,14117412.614151435
2021,Foodservice,Full Service Restaurants,Asian/Noodle,Ready-To-Drink Beverages,4036.9989199096044,151717.60077564404,6106659.616504113,3906.7785362197164,3967.2856613418035,69.71325856780092,274.76254268973014,0.0,69.71325856780092,57.98269570983189,2.5244294122545035,0.6234698463422638,487.970652181858,0.0,346.11982419016874,0.0,3072.0645900013474,0.0,0.0,16832.27234765482,2876.9009787860236,19709.173326440843,107183860.14562578,6612142.768903006
2021,Foodservice,Full Service Restaurants,Family Style,Breads & Bakery,5701.558536337101,214274.71222467584,23646903.87200051,5523.710265828173,5622.568541209765,78.98999512733621,2461.807619253979,926.7743612092866,78.98999512733621,96.75546603877449,2.1028093428161494,1.0403813552556165,354.3685970898782,0.0,442.90411832163517,0.0,4725.397169061404,0.0,0.0,13488.968506018327,7167.47254950757,20656.441055525895,108967814.86673386,9370947.56868294
2021,Foodservice,Full Service Restaurants,Family Style,Dairy & Eggs,18864.761315629356,708971.2885225533,48079170.58257365,18276.314288002442,18603.406916669304,261.35439896004965,4162.99437060198,157.24627582148523,261.35439896004965,320.13505801460826,6.957570652249585,3.4423124517699093,1172.5002837820077,0.0,1465.4379893843306,0.0,15634.933702384336,0.0,0.0,89528.86630296023,7859.4978509862385,97388.36415394646,5336103365.035549,31005678.19444884
2021,Foodservice,Full Service Restaurants,Family Style,Dry Goods,11305.162556329838,424868.1194751016,41313823.182200685,10952.521502896536,11148.539638307158,156.62291802268012,2943.2687353044366,268.56479989999684,156.62291802268012,191.84864363148657,4.169491779133452,2.0628886411987364,702.6490334927543,0.0,878.1990086715456,0.0,9369.610572091038,0.0,0.0,35426.97082989887,9601.638473471647,45028.60930337052,1383771373.0604942,18580899.397178598
2021,Foodservice,Full Service Restaurants,Family Style,Fresh Meat & Seafood,11953.253826224684,449224.542278972,84277465.06203204,11580.396912382663,11787.652183187642,165.6016430370428,6525.743863660509,4294.453970331094,165.6016430370428,202.84675449094675,4.408516314029833,2.1811478977520693,742.9298080625753,0.0,928.5435400229911,0.0,9906.742416399344,0.0,0.0,173578.5628810917,6486.852118778949,180065.41499987064,13903737759.144718,19646086.971979402
2021,Foodservice,Full Service Restaurants,Family Style,Frozen,670.3752730022702,25193.895281373825,1853708.071156753,649.4643094235294,661.087823051444,9.287449950826076,0.0,0.0,9.287449950826076,11.376270461282584,0.2472431666320693,0.1223254888309908,41.6657907664272,0.0,52.075580271853795,0.0,555.6006128964174,0.0,0.0,3611.14397400743,476.63598021748385,4087.779954224914,225321449.71812934,1101813.0384190734
2021,Foodservice,Full Service Restaurants,Family Style,Prepared Foods,813394.5536279484,0.0,10153819779.91723,811802.8548521801,812463.6994547588,1138265.661084322,0.0,28264.811876273478,930.8541731896272,622.0155220943907,38.829080484285285,9.469389254371944,99794.11466170542,0.0,59805.47478297414,0.0,652177.4710112186,16.325007027479188,0.0,3750138.626827848,529198.9782746889,4279337.605102537,385874206046.20044,1354106165.7579312
